"","Site_code","Month","Year","ppt_pA","tmin_pA","tmax_pA","tavg_pA","vpdmin_pA","vpdmax_pA","Month","ppt_pM","tmin_pM","tmax_pM","tavg_pM","vpdmin_pM","vpdmax_pM","ppt_cA","tmin_cA","tmax_cA","tavg_cA","cmd_cA","ppt_cM","tmin_cM","tmax_cM","tavg_cM","cmd_cM"
"428","DC 13",8,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,8,0,13.7950001,29.5669994,21.6810017,7.5929999,32.8330002,1505,5.2,25.9,14.3,843,1,14.6,32,23.3,169
"429","DC 13",9,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,9,0,12.3479996,28.2169991,20.2810001,8.0209999,31.382,1505,5.2,25.9,14.3,843,3,12.3,29.5,20.9,124
"430","DC 13",10,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,10,18.4209995,6.915,20.6000004,13.7570009,3.4319999,17.5480003,1505,5.2,25.9,14.3,843,10,6.9,22.6,14.8,70
"431","DC 13",11,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,11,153.2550049,4.1290002,12.7989998,8.4630003,0.803,6.6409998,1505,5.2,25.9,14.3,843,131,4.1,15.2,9.7,0
"432","DC 13",12,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,12,250.6260071,0.863,10.0509996,5.4560003,1.2819999,6.6079998,1505,5.2,25.9,14.3,843,200,1.5,12.5,7,0
"433","DC 13",1,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,1,44.9449997,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,988,5,24.3,14.6,798,35,-0.3,13.5,6.6,4
"434","DC 13",2,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,2,399.2290039,1.867,11.0430002,6.4540005,0.891,6.6069999,988,5,24.3,14.6,798,403,2.6,13.1,7.8,0
"435","DC 13",3,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,3,37.4309998,4.1339998,18.1159992,11.1240005,1.839,14.0889997,988,5,24.3,14.6,798,38,5,19.9,12.4,50
"436","DC 13",4,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,4,113.6600037,4.0029998,18.243,11.1220007,1.4579999,14.1990004,988,5,24.3,14.6,798,96,5.3,19.8,12.5,10
"437","DC 13",5,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,5,46.0270004,8.9460001,23.7180004,16.3320007,3.734,22.4629993,988,5,24.3,14.6,798,34,9.1,24.9,17,115
"438","DC 13",6,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,6,22.0799999,11.8170004,26.8570004,19.3370018,4.6030002,27.2740002,988,5,24.3,14.6,798,9,12.2,28.8,20.5,162
"439","DC 13",7,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,7,1.211,15.3850002,30.6490002,23.0170002,7.2800002,34.5279999,988,5,24.3,14.6,798,3,15.9,32.6,24.3,187
"440","DC 13",8,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,8,0,14.8549995,30.7779999,22.8160019,9.0170002,36.6699982,988,5,24.3,14.6,798,2,15.5,32.8,24.1,171
"441","DC 13",9,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,9,35.3440018,10.79,25.2159996,18.0020008,4.6700001,24.9710007,988,5,24.3,14.6,798,30,11,26.9,19,85
"442","DC 13",10,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,10,109.3939972,6.5510001,18.2040005,12.3770008,1.758,12.7399998,988,5,24.3,14.6,798,97,7,20.6,13.8,0
"443","DC 13",11,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,11,45.2470016,5.277,16.6310005,10.9530001,2.3110001,14.8219995,988,5,24.3,14.6,798,35,5,19.2,12.1,14
"444","DC 13",12,2007,1136.9360352,6.8280005,19.8400002,13.3340006,3.3220003,18.6500015,12,282.3680115,-0.403,7.6760001,3.6370001,0.515,4.8340001,988,5,24.3,14.6,798,206,-0.2,10.3,5,0
"445","DC 13",1,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,1,316.6090088,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,1037,5,24.7,14.7,937,389,0.3,9.7,5,0
"446","DC 13",2,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,2,223.7910004,0.572,11.2510004,5.9110003,1.006,7.5780001,1037,5,24.7,14.7,937,203,1.3,13.5,7.4,0
"447","DC 13",3,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,3,52.7050018,2.165,15.1230001,8.6430006,1.351,11.4160004,1037,5,24.7,14.7,937,44,2.8,16.6,9.7,33
"448","DC 13",4,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,4,13.0439997,3.0699999,17.4589996,10.2630005,2.276,15.4049997,1037,5,24.7,14.7,937,15,3.7,18.9,11.3,89
"449","DC 13",5,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,5,18.6410007,8.5089998,22.3610001,15.434001,3.8039999,20.2320004,1037,5,24.7,14.7,937,13,9.2,23.9,16.5,128
"450","DC 13",6,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,6,0,11.79,27.9979992,19.8930016,6.2010002,30.4720001,1037,5,24.7,14.7,937,1,12.7,29.4,21,173
"451","DC 13",7,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,7,0,15.5939999,31.6130009,23.6030006,8.5439997,37.3059998,1037,5,24.7,14.7,937,1,16.1,33.1,24.6,192
"452","DC 13",8,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,8,0.594,15.901,31.8619995,23.8810005,10.1199999,38.776001,1037,5,24.7,14.7,937,2,16.1,33.3,24.7,173
"453","DC 13",9,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,9,0,13.04,29.618,21.328001,9.566,35.3800011,1037,5,24.7,14.7,937,1,13.3,31,22.2,131
"454","DC 13",10,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,10,57.612999,8.309,23.0470009,15.6780005,5.0009999,22.6259995,1037,5,24.7,14.7,937,66,8.6,24.3,16.4,18
"455","DC 13",11,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,11,151.3840027,5.4689999,15.2910004,10.3790007,1.7539999,9.5430002,1037,5,24.7,14.7,937,120,5.9,18.2,12.1,0
"456","DC 13",12,2008,1050.1640625,7.0160003,20.026001,13.5200005,4.2680001,19.9060001,12,215.7830048,-0.172,7.9460001,3.8870001,1,4.9369998,1037,5,24.7,14.7,937,182,-0.1,11.2,5.6,0
"457","DC 13",1,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,1,95.3119965,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,1277,5.6,24.7,14.6,684,113,2.6,15.6,9.1,0
"458","DC 13",2,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,2,370.598999,1.063,9.9949999,5.5280004,1.449,7.2540002,1277,5.6,24.7,14.6,684,358,1.8,12.2,7,0
"459","DC 13",3,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,3,201.1679993,1.597,13.2410002,7.4190001,1.763,10.1529999,1277,5.6,24.7,14.6,684,224,2.2,15.1,8.7,0
"460","DC 13",4,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,4,71.3290024,3.734,17.1119995,10.4220009,3.1199999,15.4350004,1277,5.6,24.7,14.6,684,54,4.5,18.8,11.6,48
"461","DC 13",5,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,5,148.9830017,10.25,24.0119991,17.1310005,3.9619999,21.8419991,1277,5.6,24.7,14.6,684,125,10.8,25.1,17.9,21
"462","DC 13",6,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,6,20.3889999,11.4490004,24.823,18.1360016,3.266,21.9529991,1277,5.6,24.7,14.6,684,20,11.8,26.6,19.2,136
"463","DC 13",7,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,7,0,16.1019993,31.7919998,23.9460011,9.2270002,38.0099983,1277,5.6,24.7,14.6,684,1,16.2,33.2,24.7,192
"464","DC 13",8,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,8,0,15.0810003,30.3460007,22.7130013,8.0209999,34.6010017,1277,5.6,24.7,14.6,684,2,15.4,31.9,23.6,165
"465","DC 13",9,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,9,3.21,14.316,29.5270004,21.9210014,8.302,34.0349998,1277,5.6,24.7,14.6,684,11,14.3,31.4,22.8,122
"466","DC 13",10,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,10,108.7850037,6.6350002,18.8199997,12.7270002,2.221,13.9200001,1277,5.6,24.7,14.6,684,119,7,21.1,14,0
"467","DC 13",11,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,11,60.2809982,4.0029998,14.5089998,9.2550001,1.479,10.1529999,1277,5.6,24.7,14.6,684,64,3.9,17.1,10.5,0
"468","DC 13",12,2009,1301.1430664,7.2220001,19.6340008,13.4280005,3.8780003,18.6070004,12,221.0879974,0.134,8.6820002,4.408,0.71,5.4260001,1277,5.6,24.7,14.6,684,186,0.3,10.9,5.6,0
"469","DC 13",1,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,1,295.7070007,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,1859,6.9,24.2,13.7,652,305,3.2,12.1,7.6,0
"470","DC 13",2,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,2,197.5820007,2.2709999,11.0209999,6.6450005,0.422,7.086,1859,6.9,24.2,13.7,652,183,3,13.1,8,0
"471","DC 13",3,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,3,157.496994,2.0840001,13.4060001,7.7450004,1.242,10.9239998,1859,6.9,24.2,13.7,652,156,2.6,15.2,8.9,0
"472","DC 13",4,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,4,280.4190063,2.494,13.1929998,7.8420005,0.702,8.7930002,1859,6.9,24.2,13.7,652,244,3.3,14.9,9.1,0
"473","DC 13",5,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,5,105.4000015,4.579,17.3279991,10.9520006,1.334,12.7539997,1859,6.9,24.2,13.7,652,87,5.5,18.6,12,30
"474","DC 13",6,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,6,4.388,11.7399998,25.1940002,18.4660015,2.7880001,21.3260002,1859,6.9,24.2,13.7,652,6,12.2,26.7,19.5,149
"475","DC 13",7,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,7,0,15.4499998,30.7409992,23.0940018,5.8870001,32.262001,1859,6.9,24.2,13.7,652,1,15.9,32.6,24.2,188
"476","DC 13",8,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,8,1.345,13.8859997,28.7609997,21.3220005,7.0619998,31.3250008,1859,6.9,24.2,13.7,652,2,14,30.7,22.4,161
"477","DC 13",9,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,9,1.793,12.2819996,27.5319996,19.9060001,6.2350001,29.2040005,1859,6.9,24.2,13.7,652,2,12.5,29.5,21,124
"478","DC 13",10,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,10,222.2140045,9.4289999,21.0890007,15.2580004,2.727,17.0960007,1859,6.9,24.2,13.7,652,189,9.3,22.3,15.8,0
"479","DC 13",11,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,11,278.6180115,2.9119999,12.684,7.7970004,1.09,8.6339998,1859,6.9,24.2,13.7,652,223,3,15,9,0
"480","DC 13",12,2010,2067.7341309,6.8480005,18.3450012,12.5960007,2.5220001,15.6570005,12,522.7719727,2.6489999,9.0120001,5.8300004,0.293,3.704,1859,6.9,24.2,13.7,652,460,2.6,11.1,6.9,0
"481","DC 13",1,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,1,78.6699982,6.6810002,18.4230003,12.5510006,2.799,15.762001,1738,6.1,23.4,13.6,501,142,1.9,13.7,7.8,0
"482","DC 13",2,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,2,194.845993,-0.118,10.0620003,4.9720001,1.4809999,7.882,1738,6.1,23.4,13.6,501,343,0.2,12,6.1,0
"483","DC 13",3,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,3,611.8300171,1.342,9.4549999,5.3980002,0.322,5.276,1738,6.1,23.4,13.6,501,549,2.8,12.1,7.5,0
"484","DC 13",4,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,4,79.7639999,3.3929999,15.2419996,9.316,1.073,10.526,1738,6.1,23.4,13.6,501,121,4.1,16.4,10.2,0
"485","DC 13",5,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,5,104.2570038,5.4429998,17.7630005,11.6020002,1.9299999,13.9709997,1738,6.1,23.4,13.6,501,132,5.9,18.8,12.4,0
"486","DC 13",6,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,6,67.8040009,10.5900002,22.9319992,16.7600002,2.9100001,18.0510006,1738,6.1,23.4,13.6,501,92,10.7,24.6,17.7,53
"487","DC 13",7,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,7,0,14.2209997,28.5499992,21.3840008,4.3959999,26.9080009,1738,6.1,23.4,13.6,501,1,15,30.3,22.7,174
"488","DC 13",8,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,8,0,15.1660004,30.1189995,22.6420002,7.3070002,32.6199989,1738,6.1,23.4,13.6,501,1,15,31.9,23.4,167
"489","DC 13",9,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,9,0.887,14.5860004,29.632,22.1090012,6.8829999,32.1430016,1738,6.1,23.4,13.6,501,24,14.6,31.3,23,107
"490","DC 13",10,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,10,122.0759964,8.302,20.8010006,14.5510006,1.992,14.9849997,1738,6.1,23.4,13.6,501,180,8.4,22.7,15.5,0
"491","DC 13",11,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,11,73.4560013,3.7449999,12.8859997,8.3140001,1.397,8.9040003,1738,6.1,23.4,13.6,501,127,2.8,14.7,8.7,0
"492","DC 13",12,2011,1339.4990234,6.6810002,18.4230003,12.5510006,2.799,15.762001,12,5.9089999,1.9400001,11.842,6.8910003,2.7190001,9.8389997,1738,6.1,23.4,13.6,501,26,1.2,14.2,7.7,9
"493","DC 13",1,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,1,224.6529999,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,2082,5.5,25.4,14.7,732,270,2.2,14.9,8.5,0
"494","DC 13",2,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,2,90.5680008,1.5140001,12.5880003,7.0510001,1.283,9.3979998,2082,5.5,25.4,14.7,732,158,1.6,14.2,7.9,0
"495","DC 13",3,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,3,513.3959961,1.877,10.8979998,6.3860002,0.692,6.4640002,2082,5.5,25.4,14.7,732,483,3,12.9,8,0
"496","DC 13",4,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,4,257.2780151,5.3369999,16.3460007,10.8410006,1.7589999,11.7869997,2082,5.5,25.4,14.7,732,223,5.5,18.3,11.9,0
"497","DC 13",5,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,5,18.7390995,8.8760004,23.1079998,15.9920006,3.6989999,21.4540005,2082,5.5,25.4,14.7,732,27,9,24.1,16.6,117
"498","DC 13",6,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,6,52.6339989,12.1739998,25.6849995,18.9280014,5.9050002,25.6070004,2082,5.5,25.4,14.7,732,40,11.6,27.5,19.5,123
"499","DC 13",7,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,7,1.608,14.3529997,29.9069996,22.1290016,8.3660002,33.6959991,2082,5.5,25.4,14.7,732,5,15,31.6,23.3,180
"500","DC 13",8,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,8,0,16.3670006,32.882,24.6240005,9.974,41.3219986,2082,5.5,25.4,14.7,732,6,16.6,34.2,25.4,174
"501","DC 13",9,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,9,0,14.4709997,29.8470001,22.1580009,8.165,32.848999,2082,5.5,25.4,14.7,732,5,14.4,31.7,23.1,129
"502","DC 13",10,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,10,86.6470032,8.9910002,21.4589996,15.2240009,3.4690001,18.5170002,2082,5.5,25.4,14.7,732,94,8.8,23.4,16.1,0
"503","DC 13",11,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,11,347.1749878,5.3439999,15.3800001,10.3610001,1.056,9.6359997,2082,5.5,25.4,14.7,732,330,5.4,16.7,11.1,0
"504","DC 13",12,2012,2092.9736328,7.8460002,19.9900017,13.9170008,3.9470003,18.835001,12,500.2754822,1.923,8.9569998,5.4390001,0.567,4.8860002,2082,5.5,25.4,14.7,732,441,0.8,10.2,5.5,0
"505","DC 13",1,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,1,40.6780014,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,543,6.4,25.3,14.9,744,65,0,12.8,6.4,0
"506","DC 13",2,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,2,23.7380009,1.198,12.802,6.9990005,1.79,10.0059996,543,6.4,25.3,14.9,744,67,0.7,14.6,7.7,0
"507","DC 13",3,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,3,97.9169998,4.7880001,16.4689999,10.6280003,1.74,12.151,543,6.4,25.3,14.9,744,114,4.7,18.1,11.4,0
"508","DC 13",4,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,4,47.1780014,7.1149998,19.4540005,13.2840004,3.1329999,16.1709995,543,6.4,25.3,14.9,744,73,6.8,21.3,14.1,39
"509","DC 13",5,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,5,28.632,10.1210003,22.0230007,16.0720005,3.9909999,19.1110001,543,6.4,25.3,14.9,744,37,9.3,23.7,16.5,103
"510","DC 13",6,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,6,54.5680008,13.2089996,27.1800003,20.1940002,4.362,26.1849995,543,6.4,25.3,14.9,744,41,13.3,29,21.2,128
"511","DC 13",7,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,7,0,16.2810001,32.1430016,24.2120018,11.9350004,38.5060005,543,6.4,25.3,14.9,744,1,17.2,33.5,25.3,191
"512","DC 13",8,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,8,2.303,14.316,29.5349998,21.9250011,7.2719998,32.6609993,543,6.4,25.3,14.9,744,3,15,31.1,23,160
"513","DC 13",9,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,9,59.3930016,11.8990002,25.2460003,18.5720005,5.3639998,24.0680008,543,6.4,25.3,14.9,744,59,12.1,27,19.6,54
"514","DC 13",10,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,10,15.6610003,7.1409998,21.1919994,14.1650009,4.243,19.7000008,543,6.4,25.3,14.9,744,17,6.8,22.9,14.8,64
"515","DC 13",11,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,11,44.2980003,5.7319999,16.3419991,11.0360003,3.7,13.4239998,543,6.4,25.3,14.9,744,43,4.8,18.7,11.8,5
"516","DC 13",12,2013,441.6890259,7.6550002,20.5290012,14.0910006,4.2990003,19.276001,12,27.323,0.557,12.0459995,6.3000002,3.1670001,10.5839996,543,6.4,25.3,14.9,744,23,0.1,14.6,7.4,13
"517","DC 13",1,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,1,43.8769989,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,1626,7.7,25.7,15.8,733,54,4.2,18.2,11.2,0
"518","DC 13",2,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,2,400.5559998,3.7839999,12.1899996,7.9860005,0.997,7.5749998,1626,7.7,25.7,15.8,733,393,3.7,14.1,8.9,0
"519","DC 13",3,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,3,259.9179993,5.4419999,15.4989996,10.4700003,2.204,11.4040003,1626,7.7,25.7,15.8,733,258,5,16.9,11,0
"520","DC 13",4,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,4,87.9380035,6.4260001,18.5799999,12.5030003,2.546,15.0930004,1626,7.7,25.7,15.8,733,125,6.1,20.3,13.2,0
"521","DC 13",5,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,5,19.6380005,10.3190002,23.3789997,16.8480015,4.9720001,22.5240002,1626,7.7,25.7,15.8,733,34,9.4,24.6,17,112
"522","DC 13",6,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,6,0,14.198,27.9120007,21.0540009,8.5480003,30.8700008,1626,7.7,25.7,15.8,733,2,12.8,29.7,21.3,173
"523","DC 13",7,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,7,0,18.4939995,32.0610008,25.2770004,10.717,37.8810005,1626,7.7,25.7,15.8,733,3,17.8,33.7,25.7,189
"524","DC 13",8,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,8,3.0450001,17.3309994,29.7749996,23.552002,9.2629995,32.4449997,1626,7.7,25.7,15.8,733,13,16.1,31.2,23.6,146
"525","DC 13",9,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,9,37.0340004,13.6820002,27.7900009,20.7360001,6.9390001,29.3390007,1626,7.7,25.7,15.8,733,44,13.6,29.4,21.5,79
"526","DC 13",10,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,10,50.2039986,10.8149996,22.8859997,16.8490009,5.4000001,21.2240009,1626,7.7,25.7,15.8,733,62,9.6,24.7,17.1,21
"527","DC 13",11,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,11,144.8760071,5.71,14.9790001,10.3440008,1.933,10.3839998,1626,7.7,25.7,15.8,733,193,5,17.1,11.1,0
"528","DC 13",12,2014,1470.8291016,9.5910006,20.9200001,15.2550011,4.8920002,19.7700005,12,423.743988,4.0669999,9.7620001,6.9140005,0.313,4.1529999,1626,7.7,25.7,15.8,733,444,3.5,11.9,7.7,0
"529","DC 13",1,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,1,1.456,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,925,5.3,23.9,15.6,875,0,4.1,16.7,10.4,42
"530","DC 13",2,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,2,189.5319977,5.7090001,16.7789993,11.243001,1.993,12.0220003,925,5.3,23.9,15.6,875,190,5.6,18,11.8,0
"531","DC 13",3,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,3,28.2070007,5.677,18.9659996,12.3210011,1.875,14.3280001,925,5.3,23.9,15.6,875,23,6.4,20.6,13.5,66
"532","DC 13",4,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,4,82.9800034,5.9330001,18.4640007,12.1980009,2.5350001,14.8959999,925,5.3,23.9,15.6,875,124,5.7,20,12.8,0
"533","DC 13",5,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,5,9.948,8.6960001,20.9899998,14.842001,2.76,16.7269993,925,5.3,23.9,15.6,875,13,8.5,22.2,15.4,119
"534","DC 13",6,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,6,7.4489999,14.6260004,29.5849991,22.1050014,9.0480003,33.1100006,925,5.3,23.9,15.6,875,16,14.8,31.1,23,164
"535","DC 13",7,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,7,2.2609999,17.3549995,30.1280003,23.7410011,9.21,32.9889984,925,5.3,23.9,15.6,875,7,16.4,31.3,23.9,170
"536","DC 13",8,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,8,0,16.75,30.6469994,23.6980019,9.9700003,36.0429993,925,5.3,23.9,15.6,875,2,15.5,32.2,23.8,167
"537","DC 13",9,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,9,2.691,14.8400002,28.3479996,21.5940018,9.9759998,32.9850006,925,5.3,23.9,15.6,875,13,13.8,29.7,21.7,111
"538","DC 13",10,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,10,27.1420002,12.1529999,23.698,17.9250011,5.3410001,21.5489998,925,5.3,23.9,15.6,875,49,10.7,25.5,18.1,36
"539","DC 13",11,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,11,132.7200012,2.4400001,12.3620005,7.4010005,1.493,8.5629997,925,5.3,23.9,15.6,875,187,1.9,14.3,8.1,0
"540","DC 13",12,2015,837.8790283,9.1010008,21.0220013,15.0610008,4.7420001,19.8220005,12,353.493988,0.247,7.4260001,3.8360002,0.224,3.6270001,925,5.3,23.9,15.6,875,301,0.6,10.1,5.3,0
"541","DC 13",1,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,1,431.0209961,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,1935,6.5,24.2,15,739,400,2.3,11.2,6.8,0
"542","DC 13",2,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,2,53.1310005,2.3440001,17.0419998,9.6920004,1.304,13.6120005,1935,6.5,24.2,15,739,107,4.3,17.6,10.9,0
"543","DC 13",3,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,3,468.3129883,3.112,14.4069996,8.7580004,0.371,8.7069998,1935,6.5,24.2,15,739,459,4.6,15.5,10,0
"544","DC 13",4,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,4,67.8040009,7.4590001,18.6369991,13.0470009,2.527,13.7880001,1935,6.5,24.2,15,739,111,6.8,20.3,13.6,0
"545","DC 13",5,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,5,44.3639984,9.3950005,21.5720005,15.4830008,2.888,17.507,1935,6.5,24.2,15,739,54,9.3,22.7,16,80
"546","DC 13",6,2016,1864.1900635,7.8470006,20.2840004,14.0650005,4.1100001,18.6620007,6,1.515,14.9219999,28.0760002,21.4980011,8.4130001,30.7110004,1935,6.5,24.2,15,739,3,13.3,29.9,21.6,173
