"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"450","DC 2",3,2020,184.7700043,11.7349997,2.648,7.1914001,1.011,7.704,13.4,2.2,7.8,188,0,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"451","DC 2",4,2020,123.0839996,17.4589996,6.3870001,11.9228992,1.941,12.5690002,19.5,6,12.8,134,0,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"452","DC 2",5,2020,98.6869965,21.9810009,10.2089996,16.0949993,4.3150001,19.3519993,23.4,9.2,16.3,91,47,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"453","DC 2",6,2020,2.3380001,27.5890007,12.5939999,20.0914993,4.3909998,27.0270004,28.4,12.6,20.5,11,156,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"454","DC 2",7,2020,0,31.8120003,15.8310003,23.8214989,6.7509999,36.4199982,33.2,16.1,24.6,1,192,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"455","DC 2",8,2020,0.606,32.637001,17.1350002,24.8859997,8.2889996,38.4420013,33.9,17.3,25.6,4,171,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"456","DC 2",9,2020,0,30.2889996,14.9770002,22.6329002,9.9250002,35.4700012,31.8,14.6,23.2,1,133,72.3306670166667,20.940666675,8.15608338333333,14.5482829833333,3.937916625,20.089666725,83.0833333333333,22.2083333333333,7.96666666666667,15.0916666666667,68.8333333333333
"457","DC 2",10,2021,0,27.0119991,12.0190001,19.5153999,9.4099998,30.7059994,28,10.9,19.5,2,93,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"458","DC 2",11,2021,107.3889999,15.9020004,4.4429998,10.1724997,3.007,13.9350004,17,2.7,9.8,125,0,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"459","DC 2",12,2021,110.9860001,12.5790005,2.8180001,7.6984997,1.8940001,9.9729996,14.5,1.5,8,120,0,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"460","DC 2",1,2021,177.3712921,11.5630999,2.7770998,7.1699996,1.5008,8.3943996,13,2,7.5,215,0,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"461","DC 2",2,2021,96.0713959,12.8260994,1.8902999,7.3580999,1.2099,9.4384995,14,1.5,7.7,137,0,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"462","DC 2",3,2021,101.3370972,13.0987997,1.7302999,7.4144998,1.4528999,10.3549995,15,1.7,8.3,165,0,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"463","DC 2",4,2021,10.4954996,20.6516991,4.3987999,12.5251999,2.9224999,18.8924999,21.5,5.8,13.7,34,80,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"464","DC 2",5,2021,1.3521999,23.8347988,9.5763998,16.7054996,4.1041999,23.4734993,25.4,9.2,17.3,4,149,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"465","DC 2",6,2021,1.7893,31.1171989,16.0655003,23.5912991,7.8525996,38.4473,31.4,14.2,22.8,3,182,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"466","DC 2",7,2021,0,33.581398,17.6989994,25.6400986,11.8622999,44.6483002,34.7,18.1,26.4,1,198,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"467","DC 2",8,2021,0,31.2086983,16.7687988,23.988699,9.8034,36.8956985,33.3,16.4,24.9,1,173,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"468","DC 2",9,2021,19.7803993,29.8379993,15.1760998,22.507,7.7749,35.8976974,31,13.7,22.4,21,110,52.2143486666667,21.9343992833333,8.78019146666667,15.3572329,5.232874925,23.421407775,69,23.2333333333333,8.14166666666667,15.6916666666667,82.0833333333333
"469","DC 2",10,2022,371.9990845,18.7397995,8.2059994,13.4727993,3.2393999,15.0913992,20.1,7,13.6,310,0,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"470","DC 2",11,2022,65.2092972,15.9389,6.9889998,11.4638996,1.8161,10.0015001,18.2,5.7,12,90,0,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"471","DC 2",12,2022,431.4441833,10.0852995,2.5114,6.2982998,1.3076005,6.7782998,10.8,1.3,6,479,0,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"472","DC 2",1,2022,28.7340984,13.1145992,2.7507999,7.9326,2.0637999,10.1492996,15.3,2.2,8.7,22,18,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"473","DC 2",2,2022,6.1268001,15.7609997,2.9262998,9.3435993,3.5090997,14.4765997,16.7,1.9,9.3,10,43,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"474","DC 2",3,2022,37.1767998,17.4380989,4.4900999,10.9639997,1.8565997,13.8203993,18.3,4.2,11.2,83,0,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"475","DC 2",4,2022,168.4444885,17.2736988,5.6127,11.4431,2.22,14.1740999,18.3,4.7,11.5,203,0,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"476","DC 2",5,2022,5.5604997,22.049099,8.7663002,15.4075994,4.5591998,21.300499,23.1,7.6,15.3,29,111,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"477","DC 2",6,2022,24.9506989,27.9685993,13.9984999,20.9834995,7.5062003,30.8181,28.6,13.1,20.8,37,130,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"478","DC 2",7,2022,0,32.5942993,15.6175995,24.1058998,10.0879993,41.1809006,33,16.5,24.7,1,190,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"479","DC 2",8,2022,4.2145,33.2723007,18.3230991,25.7975998,11.0127993,41.9800987,34.1,17.1,25.6,5,173,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"480","DC 2",9,2022,38.5956993,29.8467999,15.8987999,22.8726997,9.1336012,35.8787003,30.6,15,22.8,57,69,98.538012475,21.17354115,8.84088311666667,15.0071329916667,4.85936663333333,21.3041580166667,110.5,22.2583333333333,8.025,15.125,61.1666666666667
"481","DC 13",10,2003,0,22.3920002,7.5350003,14.9630003,4.2059999,20.4740009,24.4,6.8,15.6,0,86,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"482","DC 13",11,2003,176.3139954,16.3490009,4.7180004,10.5330009,2.543,12.2019997,18.5,4.4,11.5,167,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"483","DC 13",12,2003,598.0709839,8.8129997,1.585,5.1980004,0.813,4.5939999,11.2,1.5,6.4,489,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"484","DC 13",1,2003,120.1320038,13.9849997,3.9360001,8.96,0.94,7.4959998,15.7,4.6,10.2,128,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"485","DC 13",2,2003,94.2389984,12.6140003,0.851,6.7320004,0.993,8.1300001,13.8,1,7.4,97,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"486","DC 13",3,2003,160.5119934,14.8900003,2.3690002,8.6290007,0.884,9.5439997,16.8,3.5,10.1,160,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"487","DC 13",4,2003,298.4890137,11.6700001,2.092,6.8810005,0.51,6.421,13.4,2.5,7.9,262,0,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"488","DC 13",5,2003,70.6610031,20.7059994,7.5330005,14.1190004,2.448,16.3850002,22.7,7.9,15.3,64,73,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"489","DC 13",6,2003,0,27.8990002,13.0670004,20.4830017,4.1900001,25.6889992,29.7,12.5,21.1,1,175,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"490","DC 13",7,2003,0,32.5960007,16.5100002,24.5530014,8.5469999,37.2280006,34.7,17,25.8,1,201,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"491","DC 13",8,2003,45.6910019,28.8439999,14.2340002,21.5390015,4.9959998,27.927,30.9,14.7,22.8,25,137,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"492","DC 13",9,2003,4.7459998,29.6159992,14.0310011,21.8230019,7.8530002,33.1949997,31.5,13.9,22.7,4,130,130.737916116667,20.0311667166667,7.37175028333333,13.701084175,3.243583325,17.44041665,116.5,21.9416666666667,7.525,14.7333333333333,66.8333333333333
"493","DC 13",10,2004,6.402,25.7329998,10.4560003,18.0940018,6.3740001,25.8349991,27.5,9.7,18.6,12,82,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"494","DC 13",11,2004,127.6259995,10.9910002,1.8890001,6.4400005,0.793,6.4679999,13.4,1.8,7.6,130,0,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"495","DC 13",12,2004,485.7789917,8.4280005,1.7,5.0640001,0.527,4.039,11.1,1.9,6.5,415,0,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"496","DC 13",1,2004,182.7839966,9.4840002,0.439,4.9610004,0.577,4.9699998,11.7,0.8,6.3,153,0,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"497","DC 13",2,2004,347.8569946,9.901,1,5.4500003,0.696,5.8060002,11.6,1.2,6.4,353,0,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"498","DC 13",3,2004,59.1879997,19.6949997,5.4860001,12.5900002,2.4519999,15.948,20.8,6,13.4,51,40,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"499","DC 13",4,2004,34.5229988,19.3840008,5.71,12.5470009,2.6459999,16.3869991,20.7,6.4,13.5,25,84,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"500","DC 13",5,2004,23.6709995,22.1310005,7.7930002,14.9620008,2.4159999,18.507,23.5,8.1,15.8,19,124,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"501","DC 13",6,2004,4.4489999,27.4669991,12.6660004,20.0660019,4.9840002,26.3759995,29.1,12.2,20.7,2,171,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"502","DC 13",7,2004,2.3069999,30.8729992,15.2460003,23.0590019,7.1009998,34.4440002,32.7,15.5,24.1,1,190,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"503","DC 13",8,2004,0,30.4549999,14.8210011,22.6380005,8.1920004,34.3979988,32.4,15.1,23.7,1,170,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"504","DC 13",9,2004,8.9560003,27.4169998,11.6610003,19.5390015,7.381,29.7999992,29.4,11.9,20.7,13,114,106.961831708333,20.163249975,7.40558356666667,13.7841675666667,3.67825001666667,18.58149965,97.9166666666667,21.9916666666667,7.55,14.775,81.25
"505","DC 13",10,2005,206.8249969,19.0170002,7.5400004,13.2780008,3.4189999,15.8249998,21.1,7,14,180,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"506","DC 13",11,2005,104.5139999,12.7609997,2.279,7.5190005,0.814,9.8290005,15.3,2.8,9,104,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"507","DC 13",12,2005,312.3989868,10.7089996,1.84,6.2740002,1.727,8.6079998,13.3,2.1,7.7,295,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"508","DC 13",1,2005,269.4570007,9.8699999,1.493,5.6810002,0.847,5.6479998,12,2,7,243,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"509","DC 13",2,2005,152.3159943,12.4020004,3.3800001,7.8910003,1.28,7.3010001,14.3,3.4,8.9,144,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"510","DC 13",3,2005,327.2799988,15.052,3.3110001,9.1810007,1.615,10.908,16.5,4,10.3,260,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"511","DC 13",4,2005,108.9339981,15.6309996,3.0100002,9.3200006,1.007,10.9099998,17.6,3.9,10.7,92,5,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"512","DC 13",5,2005,233.6360016,19.5839996,8.0120001,13.7970009,1.674,13.6269999,21.1,8.3,14.7,138,0,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"513","DC 13",6,2005,56.362999,23.559,9.3920002,16.4750004,2.0150001,19.0970001,24.7,9.7,17.2,49,100,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"514","DC 13",7,2005,0,32.3919983,16.927,24.6590004,6.5929999,35.1549988,34.5,17.2,25.8,1,200,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"515","DC 13",8,2005,0,31.6060009,15.5220003,23.5640011,8.7410002,37.3380013,33.6,16,24.8,2,175,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"516","DC 13",9,2005,16.3630009,25.5410004,10.4160004,17.9780006,4.98,25.1609993,27.5,10.7,19.1,16,104,149.007248083333,19.0103332166667,6.92683348333333,12.9680838916667,2.892666675,16.6172499333333,127,20.9583333333333,7.25833333333333,14.1,48.6666666666667
"517","DC 13",10,2006,35.2010002,20.6760006,7.7220006,14.1990004,2.6289999,16.6009998,23,7.6,15.3,36,44,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"518","DC 13",11,2006,128.1119995,15.0080004,5.197,10.1020002,2.0050001,12.9759998,17.7,4.8,11.3,139,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"519","DC 13",12,2006,763.5390015,10.3719997,2.687,6.5290003,0.5,4.6389999,12.9,3.1,8,501,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"520","DC 13",1,2006,290.4670105,9.6110001,1.794,5.7020001,0.445,5.402,11.9,2.1,7,236,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"521","DC 13",2,2006,196.5330048,13.2010002,1.299,7.2500005,1.622,10.085,15.2,1.9,8.6,213,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"522","DC 13",3,2006,438.2619934,7.9910002,-0.231,3.8800001,0.32,4.8179998,10.1,0.4,5.2,383,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"523","DC 13",4,2006,377.3059998,14.1660004,4.289,9.2270002,0.732,8.4449997,16.1,5.2,10.6,289,0,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"524","DC 13",5,2006,45.9459991,23.125,9.4420004,16.2830009,3.039,19.743,24.4,9.5,16.9,36,109,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"525","DC 13",6,2006,0,28.3589993,13.5550003,20.9560013,5.013,27.9489994,30,13.7,21.9,3,173,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
"526","DC 13",7,2006,0,32.8440018,16.809,24.8260021,9.3269997,39.9609985,34.4,17.3,25.9,1,198,189.613834066667,19.4280834333333,7.39208353333333,13.409667325,3.437166625,17.9028330916667,153.416666666667,21.4333333333333,7.70833333333333,14.575,68.0833333333333
