"","Site_code","vpdmin_pM","Month","Day","vpdmax_pM","Year","tmax_pM","Date","tmin_pM","tavg_pM","ppt_pM"
"5721","DC 11",7.8530002,9,"1",33.1949997,2003,29.6159992,2003-09-01,14.0310001,21.8230019,4.7459998
"5722","DC 11",6.3740001,10,"1",25.8349991,2003,25.7329998,2003-10-01,10.4569998,18.0940018,6.402
"5723","DC 11",0.793,11,"1",6.4679999,2003,10.9910002,2003-11-01,1.89,6.4400005,127.6259995
"5724","DC 11",0.527,12,"1",4.039,2003,8.4280005,2003-12-01,1.7,5.0640001,485.7789917
"5725","DC 11",3.5330002,1,"1",18.4080009,2004,19.9410019,2004-01-01,7.2070003,13.5730009,182.7839966
"5726","DC 11",0.696,2,"1",NA,2004,9.901,2004-02-01,1,5.4500003,347.8569946
"5727","DC 11",2.4519999,3,"1",NA,2004,19.6949997,2004-03-01,5.4860001,12.5900002,59.1879997
"5728","DC 11",2.6459999,4,"1",NA,2004,19.3840008,2004-04-01,5.71,12.5470009,34.5229988
"5729","DC 11",2.4159999,5,"1",NA,2004,22.1310005,2004-05-01,7.7930002,14.9620008,23.6709995
"5730","DC 11",4.9840002,6,"1",NA,2004,27.4669991,2004-06-01,12.6669998,20.0660019,4.4489999
"5731","DC 11",7.1009998,7,"1",NA,2004,30.8729992,2004-07-01,15.2469997,23.0590019,2.3069999
"5732","DC 11",8.1920004,8,"1",NA,2004,30.4549999,2004-08-01,14.8219995,22.6380005,0
"5733","DC 11",7.381,9,"1",NA,2004,27.4169998,2004-09-01,11.6619997,19.5390015,8.9560003
"5734","DC 11",3.4189999,10,"1",NA,2004,19.0170002,2004-10-01,7.5409999,13.2780008,206.8249969
"5735","DC 11",0.814,11,"1",NA,2004,12.7609997,2004-11-01,2.279,7.5190005,104.5139999
"5736","DC 11",1.727,12,"1",NA,2004,10.7089996,2004-12-01,1.841,6.2740002,312.3989868
"5737","DC 11",2.8230002,1,"1",16.6130009,2005,19.3070011,2005-01-01,7.2560005,13.2810011,269.4570007
"5738","DC 11",1.28,2,"1",7.3010001,2005,12.4020004,2005-02-01,3.3800001,7.8910003,152.3159943
"5739","DC 11",1.615,3,"1",10.908,2005,15.052,2005-03-01,3.3110001,9.1810007,327.2799988
"5740","DC 11",1.007,4,"1",10.9099998,2005,15.6309996,2005-04-01,3.0109999,9.3200006,108.9339981
"5741","DC 11",1.674,5,"1",13.6269999,2005,19.5839996,2005-05-01,8.0120001,13.7970009,233.6360016
"5742","DC 11",2.0150001,6,"1",19.0970001,2005,23.559,2005-06-01,9.3929996,16.4750004,56.362999
"5743","DC 11",6.5929999,7,"1",35.1549988,2005,32.3919983,2005-07-01,16.927,24.6590004,0
"5744","DC 11",8.7410002,8,"1",37.3380013,2005,31.6060009,2005-08-01,15.5220003,23.5640011,0
"5745","DC 11",4.98,9,"1",25.1609993,2005,25.5410004,2005-09-01,10.4169998,17.9780006,16.3630009
"5746","DC 11",2.6289999,10,"1",16.6009998,2005,20.6760006,2005-10-01,7.7220001,14.1990004,35.2010002
"5747","DC 11",2.0050001,11,"1",12.9759998,2005,15.0080004,2005-11-01,5.198,10.1020002,128.1119995
"5748","DC 11",0.5,12,"1",4.6389999,2005,10.3719997,2005-12-01,2.688,6.5290003,763.5390015
"5749","DC 11",3.4690001,1,"1",17.6170006,2006,19.210001,2006-01-01,7.0840001,13.1460009,290.4670105
"5750","DC 11",1.622,2,"1",10.085,2006,13.2010002,2006-02-01,1.3,7.2500005,196.5330048
"5751","DC 11",0.32,3,"1",4.8179998,2006,7.9910002,2006-03-01,-0.232,3.8800001,438.2619934
"5752","DC 11",0.732,4,"1",8.4449997,2006,14.1660004,2006-04-01,4.29,9.2270002,377.3059998
"5753","DC 11",3.039,5,"1",19.743,2006,23.125,2006-05-01,9.4429998,16.2830009,45.9459991
"5754","DC 11",5.013,6,"1",27.9489994,2006,28.3589993,2006-06-01,13.5559998,20.9560013,0
"5755","DC 11",9.3269997,7,"1",39.9609985,2006,32.8440018,2006-07-01,16.8099995,24.8260021,0
"5756","DC 11",7.5929999,8,"1",32.8330002,2006,29.5669994,2006-08-01,13.7950001,21.6810017,0
"5757","DC 11",8.0209999,9,"1",31.382,2006,28.2169991,2006-09-01,12.3479996,20.2810001,0
"5758","DC 11",3.4319999,10,"1",17.5480003,2006,20.6000004,2006-10-01,6.915,13.7570009,18.4209995
"5759","DC 11",0.803,11,"1",6.6409998,2006,12.7989998,2006-11-01,4.1290002,8.4630003,153.2550049
"5760","DC 11",1.2819999,12,"1",6.6079998,2006,10.0509996,2006-12-01,0.863,5.4560003,250.6260071
"5761","DC 11",3.3220003,1,"1",18.6500015,2007,19.8400002,2007-01-01,6.8280005,13.3340006,44.9449997
"5762","DC 11",0.891,2,"1",6.6069999,2007,11.0430002,2007-02-01,1.867,6.4540005,399.2290039
"5763","DC 11",1.839,3,"1",14.0889997,2007,18.1159992,2007-03-01,4.1339998,11.1240005,37.4309998
"5764","DC 11",1.4579999,4,"1",14.1990004,2007,18.243,2007-04-01,4.0029998,11.1220007,113.6600037
"5765","DC 11",3.734,5,"1",22.4629993,2007,23.7180004,2007-05-01,8.9460001,16.3320007,46.0270004
"5766","DC 11",4.6030002,6,"1",27.2740002,2007,26.8570004,2007-06-01,11.8170004,19.3370018,22.0799999
"5767","DC 11",7.2800002,7,"1",34.5279999,2007,30.6490002,2007-07-01,15.3850002,23.0170002,1.211
"5768","DC 11",9.0170002,8,"1",36.6699982,2007,30.7779999,2007-08-01,14.8549995,22.8160019,0
"5769","DC 11",4.6700001,9,"1",24.9710007,2007,25.2159996,2007-09-01,10.79,18.0020008,35.3440018
"5770","DC 11",1.758,10,"1",12.7399998,2007,18.2040005,2007-10-01,6.5510001,12.3770008,109.3939972
"5771","DC 11",2.3110001,11,"1",14.8219995,2007,16.6310005,2007-11-01,5.277,10.9530001,45.2470016
"5772","DC 11",0.515,12,"1",4.8340001,2007,7.6760001,2007-12-01,-0.403,3.6370001,282.3680115
"5773","DC 11",4.2680001,1,"1",19.9060001,2008,20.026001,2008-01-01,7.0160003,13.5200005,316.6090088
"5774","DC 11",1.006,2,"1",7.5780001,2008,11.2510004,2008-02-01,0.572,5.9110003,223.7910004
"5775","DC 11",1.351,3,"1",11.4160004,2008,15.1230001,2008-03-01,2.165,8.6430006,52.7050018
"5776","DC 11",2.276,4,"1",15.4049997,2008,17.4589996,2008-04-01,3.0699999,10.2630005,13.0439997
"5777","DC 11",3.8039999,5,"1",20.2320004,2008,22.3610001,2008-05-01,8.5089998,15.434001,18.6410007
"5778","DC 11",6.2010002,6,"1",30.4720001,2008,27.9979992,2008-06-01,11.79,19.8930016,0
"5779","DC 11",8.5439997,7,"1",37.3059998,2008,31.6130009,2008-07-01,15.5939999,23.6030006,0
"5780","DC 11",10.1199999,8,"1",38.776001,2008,31.8619995,2008-08-01,15.901,23.8810005,0.594
"5781","DC 11",9.566,9,"1",35.3800011,2008,29.618,2008-09-01,13.04,21.328001,0
"5782","DC 11",5.0009999,10,"1",22.6259995,2008,23.0470009,2008-10-01,8.309,15.6780005,57.612999
"5783","DC 11",1.7539999,11,"1",9.5430002,2008,15.2910004,2008-11-01,5.4689999,10.3790007,151.3840027
"5784","DC 11",1,12,"1",4.9369998,2008,7.9460001,2008-12-01,-0.172,3.8870001,215.7830048
"5785","DC 11",3.8780003,1,"1",18.6070004,2009,19.6340008,2009-01-01,7.2220001,13.4280005,95.3119965
"5786","DC 11",1.449,2,"1",7.2540002,2009,9.9949999,2009-02-01,1.063,5.5280004,370.598999
"5787","DC 11",1.763,3,"1",10.1529999,2009,13.2410002,2009-03-01,1.597,7.4190001,201.1679993
"5788","DC 11",3.1199999,4,"1",15.4350004,2009,17.1119995,2009-04-01,3.734,10.4220009,71.3290024
"5789","DC 11",3.9619999,5,"1",21.8419991,2009,24.0119991,2009-05-01,10.25,17.1310005,148.9830017
"5790","DC 11",3.266,6,"1",21.9529991,2009,24.823,2009-06-01,11.4490004,18.1360016,20.3889999
"5791","DC 11",9.2270002,7,"1",38.0099983,2009,31.7919998,2009-07-01,16.1019993,23.9460011,0
"5792","DC 11",8.0209999,8,"1",34.6010017,2009,30.3460007,2009-08-01,15.0810003,22.7130013,0
"5793","DC 11",8.302,9,"1",34.0349998,2009,29.5270004,2009-09-01,14.316,21.9210014,3.21
"5794","DC 11",2.221,10,"1",13.9200001,2009,18.8199997,2009-10-01,6.6350002,12.7270002,108.7850037
"5795","DC 11",1.479,11,"1",10.1529999,2009,14.5089998,2009-11-01,4.0029998,9.2550001,60.2809982
"5796","DC 11",0.71,12,"1",5.4260001,2009,8.6820002,2009-12-01,0.134,4.408,221.0879974
"5797","DC 11",2.5220001,1,"1",15.6570005,2010,18.3450012,2010-01-01,6.8480005,12.5960007,295.7070007
"5798","DC 11",0.422,2,"1",7.086,2010,11.0209999,2010-02-01,2.2709999,6.6450005,197.5820007
"5799","DC 11",1.242,3,"1",10.9239998,2010,13.4060001,2010-03-01,2.0840001,7.7450004,157.496994
"5800","DC 11",0.702,4,"1",8.7930002,2010,13.1929998,2010-04-01,2.494,7.8420005,280.4190063
"5801","DC 11",1.334,5,"1",12.7539997,2010,17.3279991,2010-05-01,4.579,10.9520006,105.4000015
"5802","DC 11",2.7880001,6,"1",21.3260002,2010,25.1940002,2010-06-01,11.7399998,18.4660015,4.388
"5803","DC 11",5.8870001,7,"1",32.262001,2010,30.7409992,2010-07-01,15.4499998,23.0940018,0
"5804","DC 11",7.0619998,8,"1",31.3250008,2010,28.7609997,2010-08-01,13.8859997,21.3220005,1.345
"5805","DC 11",6.2350001,9,"1",29.2040005,2010,27.5319996,2010-09-01,12.2819996,19.9060001,1.793
"5806","DC 11",2.727,10,"1",17.0960007,2010,21.0890007,2010-10-01,9.4289999,15.2580004,222.2140045
"5807","DC 11",1.09,11,"1",8.6339998,2010,12.684,2010-11-01,2.9119999,7.7970004,278.6180115
"5808","DC 11",0.293,12,"1",3.704,2010,9.0120001,2010-12-01,2.6489999,5.8300004,522.7719727
"5809","DC 11",2.799,1,"1",15.762001,2011,18.4230003,2011-01-01,6.6810002,12.5510006,78.6699982
"5810","DC 11",1.4809999,2,"1",7.882,2011,10.0620003,2011-02-01,-0.118,4.9720001,194.845993
"5811","DC 11",0.322,3,"1",5.276,2011,9.4549999,2011-03-01,1.342,5.3980002,611.8300171
"5812","DC 11",1.073,4,"1",10.526,2011,15.2419996,2011-04-01,3.3929999,9.316,79.7639999
"5813","DC 11",1.9299999,5,"1",13.9709997,2011,17.7630005,2011-05-01,5.4429998,11.6020002,104.2570038
"5814","DC 11",2.9100001,6,"1",18.0510006,2011,22.9319992,2011-06-01,10.5900002,16.7600002,67.8040009
"5815","DC 11",4.3959999,7,"1",26.9080009,2011,28.5499992,2011-07-01,14.2209997,21.3840008,0
"5816","DC 11",7.3070002,8,"1",32.6199989,2011,30.1189995,2011-08-01,15.1660004,22.6420002,0
"5817","DC 11",6.8829999,9,"1",32.1430016,2011,29.632,2011-09-01,14.5860004,22.1090012,0.887
"5818","DC 11",1.992,10,"1",14.9849997,2011,20.8010006,2011-10-01,8.302,14.5510006,122.0759964
"5819","DC 11",1.397,11,"1",8.9040003,2011,12.8859997,2011-11-01,3.7449999,8.3140001,73.4560013
"5820","DC 11",2.7190001,12,"1",9.8389997,2011,11.842,2011-12-01,1.9400001,6.8910003,5.9089999
"5821","DC 11",3.9470003,1,"1",18.835001,2012,19.9900017,2012-01-01,7.8460002,13.9170008,224.6529999
"5822","DC 11",1.283,2,"1",9.3979998,2012,12.5880003,2012-02-01,1.5140001,7.0510001,90.5680008
"5823","DC 11",0.692,3,"1",6.4640002,2012,10.8979998,2012-03-01,1.877,6.3860002,513.3959961
"5824","DC 11",1.7589999,4,"1",11.7869997,2012,16.3460007,2012-04-01,5.3369999,10.8410006,257.2780151
"5825","DC 11",3.6989999,5,"1",21.4540005,2012,23.1079998,2012-05-01,8.8760004,15.9920006,18.7390995
"5826","DC 11",5.9050002,6,"1",25.6070004,2012,25.6849995,2012-06-01,12.1739998,18.9280014,52.6339989
"5827","DC 11",8.3660002,7,"1",33.6959991,2012,29.9069996,2012-07-01,14.3529997,22.1290016,1.608
"5828","DC 11",9.974,8,"1",41.3219986,2012,32.882,2012-08-01,16.3670006,24.6240005,0
"5829","DC 11",8.165,9,"1",32.848999,2012,29.8470001,2012-09-01,14.4709997,22.1580009,0
"5830","DC 11",3.4690001,10,"1",18.5170002,2012,21.4589996,2012-10-01,8.9910002,15.2240009,86.6470032
"5831","DC 11",1.056,11,"1",9.6359997,2012,15.3800001,2012-11-01,5.3439999,10.3610001,347.1749878
"5832","DC 11",0.567,12,"1",4.8860002,2012,8.9569998,2012-12-01,1.923,5.4390001,500.2754822
"5833","DC 11",4.2990003,1,"1",19.276001,2013,20.5290012,2013-01-01,7.6550002,14.0910006,40.6780014
"5834","DC 11",1.79,2,"1",10.0059996,2013,12.802,2013-02-01,1.198,6.9990005,23.7380009
"5835","DC 11",1.74,3,"1",12.151,2013,16.4689999,2013-03-01,4.7880001,10.6280003,97.9169998
"5836","DC 11",3.1329999,4,"1",16.1709995,2013,19.4540005,2013-04-01,7.1149998,13.2840004,47.1780014
"5837","DC 11",3.9909999,5,"1",19.1110001,2013,22.0230007,2013-05-01,10.1210003,16.0720005,28.632
"5838","DC 11",4.362,6,"1",26.1849995,2013,27.1800003,2013-06-01,13.2089996,20.1940002,54.5680008
"5839","DC 11",11.9350004,7,"1",38.5060005,2013,32.1430016,2013-07-01,16.2810001,24.2120018,0
"5840","DC 11",7.2719998,8,"1",32.6609993,2013,29.5349998,2013-08-01,14.316,21.9250011,2.303
"5841","DC 11",5.3639998,9,"1",24.0680008,2013,25.2460003,2013-09-01,11.8990002,18.5720005,59.3930016
"5842","DC 11",4.243,10,"1",19.7000008,2013,21.1919994,2013-10-01,7.1409998,14.1650009,15.6610003
"5843","DC 11",3.7,11,"1",13.4239998,2013,16.3419991,2013-11-01,5.7319999,11.0360003,44.2980003
"5844","DC 11",3.1670001,12,"1",10.5839996,2013,12.0459995,2013-12-01,0.557,6.3000002,27.323
"5845","DC 11",4.8920002,1,"1",19.7700005,2014,20.9200001,2014-01-01,9.5910006,15.2550011,43.8769989
"5846","DC 11",0.997,2,"1",7.5749998,2014,12.1899996,2014-02-01,3.7839999,7.9860005,400.5559998
"5847","DC 11",2.204,3,"1",11.4040003,2014,15.4989996,2014-03-01,5.4419999,10.4700003,259.9179993
"5848","DC 11",2.546,4,"1",15.0930004,2014,18.5799999,2014-04-01,6.4260001,12.5030003,87.9380035
"5849","DC 11",4.9720001,5,"1",22.5240002,2014,23.3789997,2014-05-01,10.3190002,16.8480015,19.6380005
"5850","DC 11",8.5480003,6,"1",30.8700008,2014,27.9120007,2014-06-01,14.198,21.0540009,0
"5851","DC 11",10.717,7,"1",37.8810005,2014,32.0610008,2014-07-01,18.4939995,25.2770004,0
"5852","DC 11",9.2629995,8,"1",32.4449997,2014,29.7749996,2014-08-01,17.3309994,23.552002,3.0450001
"5853","DC 11",6.9390001,9,"1",29.3390007,2014,27.7900009,2014-09-01,13.6820002,20.7360001,37.0340004
"5854","DC 11",5.4000001,10,"1",21.2240009,2014,22.8859997,2014-10-01,10.8149996,16.8490009,50.2039986
"5855","DC 11",1.933,11,"1",10.3839998,2014,14.9790001,2014-11-01,5.71,10.3440008,144.8760071
"5856","DC 11",0.313,12,"1",4.1529999,2014,9.7620001,2014-12-01,4.0669999,6.9140005,423.743988
"5857","DC 11",4.7420001,1,"1",19.8220005,2015,21.0220013,2015-01-01,9.1010008,15.0610008,1.456
"5858","DC 11",1.993,2,"1",12.0220003,2015,16.7789993,2015-02-01,5.7090001,11.243001,189.5319977
"5859","DC 11",1.875,3,"1",14.3280001,2015,18.9659996,2015-03-01,5.677,12.3210011,28.2070007
"5860","DC 11",2.5350001,4,"1",14.8959999,2015,18.4640007,2015-04-01,5.9330001,12.1980009,82.9800034
"5861","DC 11",2.76,5,"1",16.7269993,2015,20.9899998,2015-05-01,8.6960001,14.842001,9.948
"5862","DC 11",9.0480003,6,"1",33.1100006,2015,29.5849991,2015-06-01,14.6260004,22.1050014,7.4489999
"5863","DC 11",9.21,7,"1",32.9889984,2015,30.1280003,2015-07-01,17.3549995,23.7410011,2.2609999
"5864","DC 11",9.9700003,8,"1",36.0429993,2015,30.6469994,2015-08-01,16.75,23.6980019,0
"5865","DC 11",9.9759998,9,"1",32.9850006,2015,28.3479996,2015-09-01,14.8400002,21.5940018,2.691
"5866","DC 11",5.3410001,10,"1",21.5489998,2015,23.698,2015-10-01,12.1529999,17.9250011,27.1420002
"5867","DC 11",1.493,11,"1",8.5629997,2015,12.3620005,2015-11-01,2.4400001,7.4010005,132.7200012
"5868","DC 11",0.224,12,"1",3.6270001,2015,7.4260001,2015-12-01,0.247,3.8360002,353.493988
"5869","DC 11",4.1100001,1,"1",18.6620007,2016,20.2840004,2016-01-01,7.8470006,14.0650005,431.0209961
"5870","DC 11",1.304,2,"1",13.6120005,2016,17.0419998,2016-02-01,2.3440001,9.6920004,53.1310005
"5871","DC 11",0.371,3,"1",8.7069998,2016,14.4069996,2016-03-01,3.112,8.7580004,468.3129883
"5872","DC 11",2.527,4,"1",13.7880001,2016,18.6369991,2016-04-01,7.4590001,13.0470009,67.8040009
"5873","DC 11",2.888,5,"1",17.507,2016,21.5720005,2016-05-01,9.3950005,15.4830008,44.3639984
"5874","DC 11",8.4130001,6,"1",30.7110004,2016,28.0760002,2016-06-01,14.9219999,21.4980011,1.515
"5875","DC 11",11.6689997,7,"1",38.1349983,2016,31.0359993,2016-07-01,14.8739996,22.9540005,0
"5876","DC 11",11.46,8,"1",35.3849983,2016,30.1609993,2016-08-01,14.3319998,22.2450008,0
"5877","DC 11",6.776,9,"1",31.0450001,2016,28.0170002,2016-09-01,12.0740004,20.0450001,0.628
"5878","DC 11",1.962,10,"1",14.2620001,2016,19.1569996,2016-10-01,7.9720001,13.5640011,306.5599976
"5879","DC 11",0.99,11,"1",10.2840004,2016,15.6639996,2016-11-01,4.5120001,10.0870008,182.4490051
"5880","DC 11",0.578,12,"1",5.5900002,2016,9.6040001,2016-12-01,0.593,5.098,308.4060059
"5881","DC 11",4.5704999,1,"1",21.5261002,2021,21.0403004,2021-01-01,8.6490002,14.8445997,177.3712921
"5882","DC 11",1.2099,2,"1",9.4384995,2021,12.8260994,2021-02-01,1.8902999,7.3580999,96.0713959
"5883","DC 11",1.4528999,3,"1",10.3549995,2021,13.0987997,2021-03-01,1.7302999,7.4144998,101.3370972
"5884","DC 11",2.9224999,4,"1",18.8924999,2021,20.6516991,2021-04-01,4.3987999,12.5251999,10.4954996
"5885","DC 11",4.1041999,5,"1",23.4734993,2021,23.8347988,2021-05-01,9.5763998,16.7054996,1.3521999
"5886","DC 11",7.8525996,6,"1",38.4473,2021,31.1171989,2021-06-01,16.0655003,23.5912991,1.7893
"5887","DC 11",11.8622999,7,"1",44.6483002,2021,33.581398,2021-07-01,17.6989994,25.6400986,0
"5888","DC 11",9.8034,8,"1",36.8956985,2021,31.2086983,2021-08-01,16.7687988,23.988699,0
"5889","DC 11",7.7749,9,"1",35.8976974,2021,29.8379993,2021-09-01,15.1760998,22.507,19.7803993
"5890","DC 11",3.2393999,10,"1",15.0913992,2021,18.7397995,2021-10-01,8.2059994,13.4727993,371.9990845
"5891","DC 11",1.8161,11,"1",10.0015001,2021,15.9389,2021-11-01,6.9889998,11.4638996,65.2092972
"5892","DC 11",1.3076005,12,"1",6.7782998,2021,10.0852995,2021-12-01,2.5114,6.2982998,431.4441833
"5893","DC 11",5.2368999,1,"1",22.1085987,2022,21.4521999,2022-01-01,8.7958002,15.1239996,28.7340984
"5894","DC 11",3.5090997,2,"1",14.4765997,2022,15.7609997,2022-02-01,2.9262998,9.3435993,6.1268001
"5895","DC 11",1.8565997,3,"1",13.8203993,2022,17.4380989,2022-03-01,4.4900999,10.9639997,37.1767998
"5896","DC 11",2.22,4,"1",14.1740999,2022,17.2736988,2022-04-01,5.6127,11.4431,168.4444885
"5897","DC 11",4.5591998,5,"1",21.300499,2022,22.049099,2022-05-01,8.7663002,15.4075994,5.5604997
"5898","DC 11",7.5062003,6,"1",30.8181,2022,27.9685993,2022-06-01,13.9984999,20.9834995,24.9506989
"5899","DC 11",10.0879993,7,"1",41.1809006,2022,32.5942993,2022-07-01,15.6175995,24.1058998,0
"5900","DC 11",11.0127993,8,"1",41.9800987,2022,33.2723007,2022-08-01,18.3230991,25.7975998,4.2145
"5901","DC 11",9.1336012,9,"1",35.8787003,2022,29.8467999,2022-09-01,15.8987999,22.8726997,38.5956993
"5902","DC 11",7.4905005,10,"1",26.4005985,2022,25.4485989,2022-10-01,12.2132998,18.8309002,0
"5903","DC 11",2.6788003,11,"1",9.7066994,2022,12.6613998,2022-11-01,2.8392999,7.7502999,125.5513
"5904","DC 11",0.7249,12,"1",5.4182,2022,9.9990997,2022-12-01,2.1136999,6.0562997,482.0681763
"7141","DC 4",3.1020002,1,"1",18.118,2003,20.5410004,2003-01-01,7.4610004,14.000001,116.1050034
"7142","DC 4",0.941,2,"1",8.4040003,2003,13.1759996,2003-02-01,0.99,7.0820003,88.4110031
"7143","DC 4",0.897,3,"1",9.9069996,2003,15.4329996,2003-03-01,2.723,9.0770006,165.4559937
"7144","DC 4",0.577,4,"1",6.6830001,2003,12.1590004,2003-04-01,2.539,7.3490005,279.571991
"7145","DC 4",2.5039999,5,"1",16.7460003,2003,21.1599998,2003-05-01,7.6700001,14.4150009,66.935997
"7146","DC 4",4.1500001,6,"1",26.8390007,2003,28.4710007,2003-06-01,13.0889997,20.7790012,0
"7147","DC 4",8.3929996,7,"1",39.0839996,2003,33.3530006,2003-07-01,16.5049992,24.9280014,0
"7148","DC 4",4.6620002,8,"1",28.9050007,2003,29.4230003,2003-08-01,14.125,21.7740002,46.1450005
"7149","DC 4",7.1849999,9,"1",33.5960007,2003,30.1259995,2003-09-01,13.6809998,21.9020004,4.4569998
"7150","DC 4",5.8379998,10,"1",26.9519997,2003,26.3689995,2003-10-01,10.0830002,18.2250004,6.0229998
"7151","DC 4",0.768,11,"1",7.1999998,2003,12.1440001,2003-11-01,2,7.0720005,120.4759979
"7152","DC 4",0.519,12,"1",4.7849998,2003,9.7489996,2003-12-01,2.122,5.9340005,440.9750061
"7153","DC 4",3.4440002,1,"1",19.1880016,2004,20.6730003,2004-01-01,7.3220005,13.9960003,172.0350037
"7154","DC 4",0.692,2,"1",NA,2004,10.7609997,2004-02-01,1.349,6.0540004,316.2250061
"7155","DC 4",2.368,3,"1",NA,2004,20.2080002,2004-03-01,5.7030001,12.9550009,54.9480019
"7156","DC 4",2.609,4,"1",NA,2004,19.7900009,2004-04-01,5.9549999,12.8720007,31.5930004
"7157","DC 4",2.4690001,5,"1",NA,2004,22.6049995,2004-05-01,7.9629998,15.2830009,19.0830002
"7158","DC 4",5.0380001,6,"1",NA,2004,28.1870003,2004-06-01,12.7729998,20.4790001,2.1389999
"7159","DC 4",6.993,7,"1",NA,2004,31.4610004,2004-07-01,15.3030005,23.3820019,0.956
"7160","DC 4",7.7709999,8,"1",NA,2004,30.9519997,2004-08-01,14.5930004,22.7720013,0
"7161","DC 4",7.0359998,9,"1",NA,2004,28.0189991,2004-09-01,11.5550003,19.7860012,9.2370005
"7162","DC 4",3.3859999,10,"1",NA,2004,19.7019997,2004-10-01,7.7509999,13.7260008,194.2669983
"7163","DC 4",0.79,11,"1",NA,2004,13.7539997,2004-11-01,2.3440001,8.0480003,103.6210022
"7164","DC 4",1.642,12,"1",NA,2004,12.073,2004-12-01,1.812,6.9420004,291.0039978
"7165","DC 4",2.7820001,1,"1",17.3740005,2005,20.0300007,2005-01-01,7.4220004,13.7250004,256.1730042
"7166","DC 4",1.214,2,"1",7.8280001,2005,13.2700005,2005-02-01,3.5039999,8.3860006,144.3999939
"7167","DC 4",1.6440001,3,"1",11.3039999,2005,15.6450005,2005-03-01,3.707,9.6760006,311.381012
"7168","DC 4",1.122,4,"1",11.1899996,2005,16.118,2005-04-01,3.4879999,9.802,105.098999
"7169","DC 4",1.812,5,"1",13.9460001,2005,19.9589996,2005-05-01,8.3109999,14.1340008,215.8990021
"7170","DC 4",2.1389999,6,"1",19.3549995,2005,23.7619991,2005-06-01,9.6450005,16.703001,51.1430016
"7171","DC 4",6.4250002,7,"1",36.8320007,2005,33.0629997,2005-07-01,16.9080009,24.9850006,0
"7172","DC 4",8.4259996,8,"1",39.2470016,2005,32.3359985,2005-08-01,15.3599997,23.847002,0
"7173","DC 4",4.7480001,9,"1",26.4200001,2005,26.1860008,2005-09-01,10.3319998,18.2580013,16.3540001
"7174","DC 4",2.573,10,"1",17.6359997,2005,21.3710003,2005-10-01,7.8179998,14.5940008,33.9249992
"7175","DC 4",2.063,11,"1",13.0979996,2005,16.2700005,2005-11-01,5.4749999,10.8720007,124.1350021
"7176","DC 4",0.436,12,"1",5.3210001,2005,11.4870005,2005-12-01,2.881,7.1840005,725.5560303
"7177","DC 4",3.4080002,1,"1",18.5840015,2006,19.993,2006-01-01,7.2160006,13.604001,285.8469849
"7178","DC 4",1.456,2,"1",10.6730003,2006,14.0500002,2006-02-01,1.37,7.7100005,190.0720062
"7179","DC 4",0.329,3,"1",5.1440001,2006,8.8170004,2006-03-01,0.262,4.539,423.3330078
"7180","DC 4",0.804,4,"1",8.6090002,2006,14.559,2006-04-01,4.789,9.6740007,343.0710144
"7181","DC 4",3.0220001,5,"1",20.5440006,2006,23.6870003,2006-05-01,9.5570002,16.6220016,45.6669998
"7182","DC 4",5.1550002,6,"1",29.6800003,2006,29.1079998,2006-06-01,13.7200003,21.4140015,0.004
"7183","DC 4",9.5360003,7,"1",42.2169991,2006,33.5839996,2006-07-01,17.0270004,25.3050003,0
"7184","DC 4",7.3109999,8,"1",34.3230019,2006,30.1760006,2006-08-01,13.5769997,21.8760014,0
"7185","DC 4",7.6209998,9,"1",32.4529991,2006,28.7310009,2006-09-01,12.0900002,20.4100018,0
"7186","DC 4",3.3039999,10,"1",18.4209995,2006,21.2010002,2006-10-01,6.7719998,13.986001,16.0279999
"7187","DC 4",0.778,11,"1",7.4439998,2006,13.9029999,2006-11-01,4.2030001,9.052,144.1759949
